city_development_index,experience,enrolled_university,relevent_experience,education_level,company_type,major_discipline,target,target_label
0.92,13.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.92,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,6.0,Full time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.949,4.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.939,7.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.64,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,5.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.794,9.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.878,10.0,Part time course,No relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.516,9.0,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.878,1.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.698,8.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.727,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.754,15.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.924,2.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,2.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.555,4.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.926,19.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.754,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,6.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,20.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.579,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.897,7.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.624,4.0,Full time course,No relevent experience,Other,Pvt Ltd,Non Degree,1.0,Procurando novo emprego
0.804,9.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,3.0,No enrollment,Has relevent experience,Masters,Public Sector,STEM,1.0,Procurando novo emprego
0.855,10.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.913,2.0,No enrollment,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.92,3.0,Full time course,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.92,4.0,No enrollment,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.923,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.913,2.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,Full time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.804,2.0,Part time course,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.926,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.743,11.0,Full time course,No relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,3.0,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0,Não procurando emprego
0.92,4.0,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0,Não procurando emprego
0.804,21.0,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,2.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.92,18.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.804,16.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,18.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.698,15.0,Full time course,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.92,20.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.769,11.0,Part time course,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.91,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.939,3.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.939,6.0,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.899,6.0,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.865,3.0,No enrollment,No relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.855,9.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,14.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0,Não procurando emprego
0.698,9.0,Part time course,Has relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.91,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.804,3.0,No enrollment,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.913,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,14.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,11.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.897,3.0,Full time course,No relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.915,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.887,2.0,No enrollment,Has relevent experience,High School,Public Sector,Non Degree,0.0,Não procurando emprego
0.91,2.0,Other,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.924,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,4.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.802,5.0,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.6890000000000001,2.0,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0,Não procurando emprego
0.698,3.0,Full time course,No relevent experience,Masters,NGO,STEM,1.0,Procurando novo emprego
0.92,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,14.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.698,3.0,No enrollment,No relevent experience,Primary School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.897,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.893,15.0,Part time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.91,5.0,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.55,9.0,Other,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.92,20.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,11.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.91,21.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.899,16.0,No enrollment,Has relevent experience,Graduate,Other,Humanities,0.0,Não procurando emprego
0.878,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.7759999999999999,18.0,Part time course,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.804,9.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,7.0,Full time course,Has relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.91,3.0,Other,No relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.899,5.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.624,9.0,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.91,13.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.893,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,4.0,Full time course,No relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.804,1.0,Full time course,No relevent experience,Graduate,Other,Business Degree,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.92,1.0,No enrollment,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.926,15.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,14.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,No Major,0.0,Não procurando emprego
0.92,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.887,4.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.897,14.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.926,3.0,No enrollment,No relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.897,5.0,Full time course,No relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.91,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.939,17.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.91,18.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.939,21.0,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0,Não procurando emprego
0.924,21.0,No enrollment,Has relevent experience,Phd,Other,Humanities,0.0,Não procurando emprego
0.624,7.0,Full time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,17.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.836,6.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,6.0,Other,Has relevent experience,Masters,Funded Startup,STEM,0.0,Não procurando emprego
0.92,18.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.939,16.0,No enrollment,Has relevent experience,Masters,NGO,STEM,0.0,Não procurando emprego
0.895,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.884,1.0,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.55,4.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,3.0,Other,No relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.89,9.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,16.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.926,21.0,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.887,21.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.855,12.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.754,6.0,Other,Has relevent experience,High School,Funded Startup,Non Degree,0.0,Não procurando emprego
0.624,8.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,2.0,No enrollment,No relevent experience,Graduate,Public Sector,Other,0.0,Não procurando emprego
0.8959999999999999,15.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.884,14.0,Full time course,No relevent experience,Masters,Public Sector,STEM,0.0,Não procurando emprego
0.624,2.0,No enrollment,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.754,9.0,No enrollment,Has relevent experience,Graduate,NGO,STEM,0.0,Não procurando emprego
0.762,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.926,7.0,No enrollment,No relevent experience,Phd,NGO,STEM,0.0,Não procurando emprego
0.92,1.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Arts,0.0,Não procurando emprego
0.92,4.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,1.0,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0,Não procurando emprego
0.92,21.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,5.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.767,8.0,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.884,3.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.847,21.0,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.92,4.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,16.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,10.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.897,8.0,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.8270000000000001,9.0,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.624,1.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.794,6.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.939,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.527,1.0,No enrollment,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.884,5.0,Part time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,5.0,No enrollment,Has relevent experience,Graduate,Early Stage Startup,Arts,0.0,Não procurando emprego
0.698,4.0,Part time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,2.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.884,4.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.7659999999999999,15.0,Full time course,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.738,9.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.855,4.0,Full time course,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.91,19.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,2.0,No enrollment,Has relevent experience,Masters,NGO,Humanities,0.0,Não procurando emprego
0.878,10.0,Part time course,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.624,10.0,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.762,21.0,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.91,10.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
